,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,HOUSETYPE_MODE,TOTALAREA_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
8313,1,1,2,2,1,1,2,2,2,1,2,3,3,3,2,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,3,3,3,1,2,1,1,3,2,2,1,1,2,2,3,3,3,1,2,1,1,3,2,2,1,1,2,2,3,3,3,1,2,1,1,3,2,2,1,1,3,3,2,3,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
8314,1,1,1,1,1,3,1,1,1,2,1,3,3,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,3,1,1,3,2,2,2,2,1,2,3,3,2,1,2,1,1,2,1,1,1,1,2,2,2,3,2,1,3,1,1,3,2,2,2,2,3,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8315,1,1,2,2,1,2,2,2,2,2,3,1,3,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,3,3,3,3,1,2,2,2,3,2,2,1,3,3,3,2,3,3,1,2,2,2,3,2,2,1,3,3,3,2,3,3,1,2,2,2,3,2,2,1,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
8316,1,1,2,1,3,1,2,2,2,2,3,2,3,1,1,3,2,1,2,1,1,3,1,1,3,1,1,1,1,2,2,2,1,1,2,1,3,3,3,2,1,3,3,1,2,2,1,1,2,1,3,3,3,2,1,3,3,1,2,2,1,1,2,1,3,3,3,2,1,3,3,1,2,2,1,1,3,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8317,1,1,2,1,2,1,1,1,1,1,2,3,3,3,2,3,2,1,2,1,1,2,2,2,3,1,1,1,1,2,2,3,2,1,2,2,1,1,2,1,3,1,1,2,2,2,2,3,2,2,2,2,2,1,3,1,1,3,2,2,2,3,2,2,1,1,2,1,3,1,1,2,2,2,2,3,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
8318,1,1,2,1,2,1,2,3,2,1,2,2,2,1,3,2,2,1,2,1,1,2,2,2,3,1,1,1,1,1,1,2,3,3,1,2,1,1,2,1,2,1,1,2,1,1,2,3,1,2,1,1,2,1,2,1,1,2,1,1,2,3,1,2,1,1,2,1,2,1,1,2,1,1,2,3,3,2,2,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,3,1,1
8319,1,1,1,2,1,3,2,3,2,2,3,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,3,3,1,3,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3
8320,1,1,1,2,2,1,2,2,1,1,1,2,3,1,1,3,2,1,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,3,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
8321,1,2,1,2,2,3,3,3,3,1,3,2,3,1,1,3,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,3,3,2,1,3,1,1,2,1,2,3,3,1,2,3,3,2,1,3,1,1,2,1,2,3,3,1,2,2,3,2,1,3,1,1,2,1,2,3,3,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
8322,1,1,1,2,1,2,2,1,2,1,2,1,1,1,3,1,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,2,3,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,3,1,2,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8323,1,1,2,2,1,3,3,3,3,2,3,3,2,1,3,3,2,1,2,1,1,1,2,2,1,1,1,1,2,1,2,3,2,1,3,2,3,3,2,3,2,3,3,3,3,3,1,1,2,1,2,2,2,2,1,2,3,2,2,2,1,1,3,2,3,3,2,3,2,3,3,3,3,3,1,1,3,3,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
8324,1,1,1,1,1,2,3,2,3,1,2,3,1,2,1,1,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,2,1,3,1,2,1,2,2,1,1,2,3,2,3,2,1,1,1,2,1,2,2,1,1,2,3,2,3,1,1,1,1,2,1,2,2,1,1,2,3,2,3,2,1,1,3,1,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8325,1,1,1,2,1,3,3,3,3,1,2,3,3,3,2,3,2,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8326,1,1,2,1,2,1,1,1,1,1,3,3,2,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
8327,1,1,1,1,3,2,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,3,2,2,1,1,1,1,1,1,1,3,2,3,1,2,1,1,1,1,2,1,1,1,1,1,2,3,1,2,2,2,1,1,2,1,1,1,1,1,2,3,1,2,1,1,1,1,2,1,1,1,1,1,2,3,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8328,1,2,1,2,2,1,1,1,1,1,2,3,2,2,2,3,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,1,3,2,1,3,3,2,1,2,1,1,2,2,1,1,1,2,1,3,3,2,1,2,1,1,3,2,1,1,1,2,1,3,3,2,1,2,1,1,2,2,1,1,1,3,1,2,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8329,1,1,2,2,1,1,1,2,1,1,2,1,3,2,3,3,2,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,3,1,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8330,1,1,1,2,2,3,2,2,2,1,2,3,2,3,3,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,3,2,2,3,3,2,1,1,1,2,1,3,1,1,3,2,2,3,3,2,1,1,1,2,1,3,1,1,3,2,2,3,3,3,2,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
8331,1,1,2,2,1,1,1,1,1,2,3,1,2,1,3,3,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8332,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,3,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,3,3,2,3,2,2,2,3,3,1,2,1,2,3,2,1,1,3,2,2,2,3,2,1,2,1,2,3,2,1,1,3,2,2,2,3,3,1,2,1,2,3,2,1,1,3,2,2,3,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
8333,2,1,1,2,2,2,2,2,2,2,2,2,3,1,3,1,2,1,2,1,2,2,2,2,3,1,1,1,1,1,1,1,2,1,3,3,2,2,3,3,2,3,3,1,3,3,1,2,3,3,2,2,3,3,2,3,3,1,3,3,1,2,3,3,2,2,3,3,2,3,3,1,3,3,1,2,3,3,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
8334,1,2,1,2,2,3,2,3,3,2,2,3,3,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,3,2,2,3,2,2,3,1,3,1,1,3,2,2,1,1,2,3,2,2,3,1,3,1,1,3,2,3,1,1,2,3,2,2,3,1,3,1,1,3,2,2,1,1,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
8335,1,1,1,2,1,2,2,2,2,1,1,1,3,2,3,3,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8336,1,1,2,2,2,1,1,3,1,3,2,3,1,1,3,3,2,1,2,1,1,2,3,3,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,3,1,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
8337,1,1,1,2,3,3,3,3,3,2,3,1,1,2,3,3,2,2,2,2,1,3,1,1,3,1,1,1,1,1,1,2,2,3,2,2,1,1,3,1,2,1,1,1,2,2,1,3,2,2,1,1,3,1,2,1,1,1,2,2,1,3,2,2,1,1,3,1,2,1,1,1,2,2,1,3,3,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8338,1,1,1,1,1,1,1,2,1,1,1,3,3,3,3,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,3,2,2,1,2,2,1,2,1,2,3,1,2,1,1,3,2,1,2,2,1,2,1,2,3,1,2,1,1,3,2,1,2,2,1,2,1,2,3,1,2,1,1,3,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
8339,1,2,2,2,2,1,1,1,1,3,2,3,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
8340,1,1,1,2,2,2,3,2,3,1,2,1,1,1,3,1,2,1,2,1,1,2,3,3,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8341,1,1,1,1,1,3,2,2,1,1,2,2,2,1,1,3,2,1,2,1,1,1,3,3,2,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,2,1,1,3,1,1,1,1,1,2,2,2,3,1,2,1,1,3,1,1,1,1,1,2,2,2,3,1,2,1,1,3,1,1,1,1,3,1,2,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
8342,1,2,2,2,3,1,1,1,1,2,1,2,1,3,1,3,2,2,2,2,1,3,3,3,1,1,1,1,1,1,1,2,2,2,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8343,1,1,2,2,1,3,2,3,2,3,3,1,1,2,3,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,3,3,3,1,2,2,2,1,1,2,1,1,2,1,1,3,3,1,2,2,2,1,1,2,1,1,2,1,1,3,3,1,2,2,2,1,1,2,1,1,2,1,1,3,3,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
8344,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,3,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,3,3,2,2,3,3,3,2,3,2,3,3,1,1,3,3,2,2,3,3,3,2,3,2,3,3,1,1,3,3,2,2,3,3,3,2,3,2,3,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8345,1,1,2,1,1,1,2,2,2,3,2,1,3,2,1,1,2,2,2,2,1,1,3,3,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,2,1,1,2,1,1,3,3,1,2,1,1,3,1,2,1,1,2,1,1,3,3,1,2,1,1,3,1,2,1,1,2,1,1,3,3,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8346,1,1,1,2,2,3,2,3,2,2,1,1,2,3,3,3,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
8347,1,2,1,2,2,1,2,2,2,1,1,2,1,3,1,3,2,1,2,1,1,2,3,3,3,1,1,1,1,1,1,3,1,1,1,2,3,3,1,1,2,1,1,2,1,2,1,1,1,2,3,3,1,1,2,1,1,2,1,1,1,1,1,2,3,3,1,1,2,1,1,2,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8348,1,1,1,2,1,3,3,2,3,2,2,1,1,3,2,2,2,2,2,2,1,1,3,3,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,1,3,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
8349,1,1,1,1,1,3,1,2,1,2,3,3,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,2,3,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
8350,1,1,2,2,2,2,2,2,2,1,2,3,3,2,2,3,2,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,1,2,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,3,3,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
8351,1,2,2,2,1,2,2,1,2,1,2,1,2,1,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,3,2,3,2,2,3,3,2,3,1,2,3,1,2,2,3,3,2,2,3,3,2,3,1,2,3,1,2,3,3,3,2,2,3,3,2,3,1,2,3,1,2,2,3,3,3,2,2,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
8352,1,2,2,2,2,2,3,3,3,2,3,3,3,3,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,3,3,2,2,1,3,3,2,2,2,1,1,2,1,3,3,2,2,1,3,3,2,2,2,1,1,2,1,3,3,2,2,1,3,3,2,2,2,1,1,3,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
8353,1,1,2,2,1,2,1,1,1,2,2,3,3,2,2,2,2,2,2,2,1,1,3,3,1,1,1,1,1,1,1,2,1,3,2,3,1,1,2,1,3,1,1,2,2,3,1,1,3,3,1,1,2,1,3,1,1,2,3,3,1,1,2,3,1,1,2,1,3,1,1,2,2,3,1,1,3,2,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
8354,1,1,1,2,1,3,1,1,1,1,1,1,3,3,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
8355,1,1,1,2,1,2,3,3,3,1,2,1,2,2,3,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,1,3,2,3,3,2,1,1,2,1,1,1,1,3,3,1,3,3,3,2,1,1,2,1,1,1,1,3,3,1,3,3,3,2,1,1,3,1,1,1,1,3,3,1,3,3,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3
8356,1,1,1,2,1,2,1,1,1,2,2,2,3,3,2,3,2,1,2,2,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1,1,1,1,1,1,1,1,3,1,1,3,1,2,1,1,3,1,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8357,1,1,2,2,3,2,3,3,3,1,1,3,3,2,3,3,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
8358,1,1,2,1,1,1,2,2,2,1,3,1,3,1,3,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,3,3,1,1,2,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,1,1,1,2,2,1,1,2,1,1,3,1,1,1,1,3,1,2,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
8359,1,1,2,1,1,1,2,1,3,2,1,1,2,1,3,1,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,3,1,1,2,2,1,1,3,1,2,1,1,2,2,2,1,1,2,2,1,1,3,1,2,1,1,2,2,2,1,1,2,2,1,1,3,1,2,1,1,2,2,2,1,1,3,2,2,2,3,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
8360,1,1,2,2,1,1,2,2,2,2,1,3,1,3,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
8361,1,1,1,2,3,2,1,1,1,1,2,2,3,3,1,1,2,1,2,1,1,3,2,2,2,1,1,1,1,1,1,1,2,2,1,2,3,3,1,3,2,3,3,1,3,3,1,2,1,1,3,3,1,2,1,3,3,1,1,2,1,1,1,2,3,3,1,3,2,3,3,1,3,3,1,2,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
8362,2,1,1,2,2,3,3,3,3,1,3,2,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,3,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8363,1,1,1,2,3,3,2,2,1,3,1,2,1,3,3,2,2,1,2,1,1,3,2,2,1,1,1,1,1,2,2,1,3,3,2,3,2,2,1,3,3,2,1,2,2,2,1,1,2,2,2,2,1,3,2,2,1,1,2,2,1,1,2,2,2,2,1,3,3,2,1,1,2,2,1,1,3,2,2,3,1,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
8364,1,1,1,2,2,2,2,2,2,2,1,3,3,3,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,2,3,2,2,1,1,3,1,1,1,2,2,1,1,3,3,2,2,1,1,3,1,1,1,3,3,1,1,2,3,2,2,1,1,3,1,1,1,2,2,1,1,3,2,2,3,3,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
8365,1,1,2,2,1,1,3,2,3,3,2,3,2,3,2,2,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,3,1,1,2,2,2,2,2,3,1,2,3,3,2,2,3,2,2,2,2,2,2,3,1,2,3,3,2,2,3,3,2,2,2,2,2,3,1,2,3,3,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8366,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,2,2,3,1,3,3,1,1,3,3,3,3,2,3,2,2,3,1,3,3,1,1,3,3,3,3,2,3,2,2,3,1,3,3,1,1,3,3,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2
8367,1,1,1,2,1,3,3,3,3,1,3,1,3,3,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8368,1,1,1,2,3,3,2,3,2,2,1,2,2,3,1,2,2,1,2,1,1,3,2,2,3,1,2,2,1,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
